racetrack,country,continent,length,length_type,track_type,race_name,organizer,race_rank,race_type,race_special,latitude,longitude
30th Anniversary,Vietnam,Asia,2100,Medium,Turf,AceStudio 30th Anniversary 2100m Turf,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,2200,Medium,Turf,AceStudio 30th Anniversary 2200m Turf,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,2400,Long,Turf,AceStudio 30th Anniversary 2400m Turf,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1200,Sprint,Dirt,AceStudio 30th Anniversary 1200m Dirt,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1300,Sprint,Dirt,AceStudio 30th Anniversary 1300m Dirt,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1400,Sprint,Dirt,AceStudio 30th Anniversary 1400m Dirt,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1500,Mile,Dirt,AceStudio 30th Anniversary 1500m Dirt,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1600,Mile,Dirt,AceStudio 30th Anniversary 1600m Dirt,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1900,Medium,Dirt,AceStudio 30th Anniversary 1900m Dirt,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,2055,Medium,Dirt,AceStudio 30th Anniversary 2055m Dirt,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,2100,Medium,Dirt,AceStudio 30th Anniversary 2100m Dirt,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,2200,Medium,Dirt,AceStudio 30th Anniversary 2200m Dirt,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,2400,Long,Dirt,AceStudio 30th Anniversary 2400m Dirt,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1200,Sprint,Synthetic,AceStudio 30th Anniversary 1200m Synthetic,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1300,Sprint,Synthetic,AceStudio 30th Anniversary 1300m Synthetic,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1400,Sprint,Synthetic,AceStudio 30th Anniversary 1400m Synthetic,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1500,Mile,Synthetic,AceStudio 30th Anniversary 1500m Synthetic,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1600,Mile,Synthetic,AceStudio 30th Anniversary 1600m Synthetic,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,1900,Medium,Synthetic,AceStudio 30th Anniversary 1900m Synthetic,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,2055,Medium,Synthetic,AceStudio 30th Anniversary 2055m Synthetic,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,2100,Medium,Synthetic,AceStudio 30th Anniversary 2100m Synthetic,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,2200,Medium,Synthetic,AceStudio 30th Anniversary 2200m Synthetic,AceStudio,1,G1,,10.95835337,106.8292391
30th Anniversary,Vietnam,Asia,2400,Long,Synthetic,AceStudio 30th Anniversary 2400m Synthetic,AceStudio,1,G1,,10.95835337,106.8292391
Khu Kinh Tế Van Biển,Vietnam,Asia,1300,Sprint,Synthetic,AceStudio Khu Kinh Tế Van Biển 1300m Synthetic,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,1500,Mile,Synthetic,AceStudio Khu Kinh Tế Van Biển 1500m Synthetic,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,1600,Mile,Synthetic,AceStudio Khu Kinh Tế Van Biển 1600m Synthetic,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,2000,Medium,Synthetic,AceStudio Khu Kinh Tế Van Biển 2000m Synthetic,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,2150,Medium,Synthetic,AceStudio Khu Kinh Tế Van Biển 2150m Synthetic,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,1400,Sprint,Turf,AceStudio Khu Kinh Tế Van Biển 1400m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,1800,Mile,Turf,AceStudio Khu Kinh Tế Van Biển 1800m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,2400,Long,Turf,AceStudio Khu Kinh Tế Van Biển 2400m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,2100,Medium,Turf,AceStudio Khu Kinh Tế Van Biển 2100m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,2150,Medium,Turf,AceStudio Khu Kinh Tế Van Biển 2150m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,2700,Long,Turf,AceStudio Khu Kinh Tế Van Biển 2700m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,3000,Long,Turf,AceStudio Khu Kinh Tế Van Biển 3000m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,3300,Long,Turf,AceStudio Khu Kinh Tế Van Biển 3300m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,3800,Long,Turf,AceStudio Khu Kinh Tế Van Biển 3800m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,4000,Long,Turf,AceStudio Khu Kinh Tế Van Biển 4000m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Khu Kinh Tế Van Biển,Vietnam,Asia,4500,Long,Turf,AceStudio Khu Kinh Tế Van Biển 4500m Turf,AceStudio,1,G1,,16.1370867,108.1089025
Trấn Biên,Vietnam,Asia,1000,Sprint,Turf,AceStudio Trấn Biên 1000m Turf,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,1200,Sprint,Turf,AceStudio Trấn Biên 1200m Turf,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,1400,Sprint,Turf,AceStudio Trấn Biên 1400m Turf,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,1600,Mile,Turf,AceStudio Trấn Biên 1600m Turf,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,2000,Medium,Turf,AceStudio Trấn Biên 2000m Turf,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,2200,Medium,Turf,AceStudio Trấn Biên 2200m Turf,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,3200,Long,Turf,AceStudio Trấn Biên 3200m Turf,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,1000,Sprint,Dirt,AceStudio Trấn Biên 1000m Dirt,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,1200,Sprint,Dirt,AceStudio Trấn Biên 1200m Dirt,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,1400,Sprint,Dirt,AceStudio Trấn Biên 1400m Dirt,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,1600,Mile,Dirt,AceStudio Trấn Biên 1600m Dirt,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,2000,Medium,Dirt,AceStudio Trấn Biên 2000m Dirt,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,2200,Medium,Dirt,AceStudio Trấn Biên 2200m Dirt,AceStudio,1,G1,,10.96492442,106.802166
Trấn Biên,Vietnam,Asia,3200,Long,Dirt,AceStudio Trấn Biên 3200m Dirt,AceStudio,1,G1,,10.96492442,106.802166
150 Million $A Stakes,Vietnam,Asia,1200,Sprint,Turf,AceStudio 150 Million $A Stakes 1200m Turf,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,1400,Sprint,Turf,AceStudio 150 Million $A Stakes 1400m Turf,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,1600,Mile,Turf,AceStudio 150 Million $A Stakes 1600m Turf,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,1800,Mile,Turf,AceStudio 150 Million $A Stakes 1800m Turf,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,2000,Medium,Turf,AceStudio 150 Million $A Stakes 2000m Turf,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,2100,Medium,Turf,AceStudio 150 Million $A Stakes 2100m Turf,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,1200,Sprint,Dirt,AceStudio 150 Million $A Stakes 1200m Dirt,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,1400,Sprint,Dirt,AceStudio 150 Million $A Stakes 1400m Dirt,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,1600,Mile,Dirt,AceStudio 150 Million $A Stakes 1600m Dirt,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,1800,Mile,Dirt,AceStudio 150 Million $A Stakes 1800m Dirt,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,2000,Medium,Dirt,AceStudio 150 Million $A Stakes 2000m Dirt,AceStudio,1,G1,,21.0262547,105.8130225
150 Million $A Stakes,Vietnam,Asia,2100,Medium,Dirt,AceStudio 150 Million $A Stakes 2100m Dirt,AceStudio,1,G1,,21.0262547,105.8130225
Babylon 3.12 Stakes,Vietnam,Asia,1000,Sprint,Dirt,AceStudio Babylon 3.12 Stakes 1000m Dirt,AceStudio,1,G1,,16.0674581,108.2452369
Babylon 3.12 Stakes,Vietnam,Asia,1200,Sprint,Dirt,AceStudio Babylon 3.12 Stakes 1200m Dirt,AceStudio,1,G1,,16.0674581,108.2452369
Babylon 3.12 Stakes,Vietnam,Asia,1400,Sprint,Dirt,AceStudio Babylon 3.12 Stakes 1400m Dirt,AceStudio,1,G1,,16.0674581,108.2452369
Babylon 3.12 Stakes,Vietnam,Asia,1600,Mile,Dirt,AceStudio Babylon 3.12 Stakes 1600m Dirt,AceStudio,1,G1,,16.0674581,108.2452369
Babylon 3.12 Stakes,Vietnam,Asia,2100,Medium,Dirt,AceStudio Babylon 3.12 Stakes 2100m Dirt,AceStudio,1,G1,,16.0674581,108.2452369
Sha Tin,Hong Kong,Asia,1400,Sprint,Turf,Chinese Club Challenge Cup,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1000,Sprint,Turf,Bauhinia Sprint Trophy,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1200,Sprint,Turf,Centenary Sprint Cup,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1600,Mile,Turf,Stewards' Cup,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1800,Mile,Turf,Centenary Vase,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1400,Sprint,Turf,Queen's Silver Jubilee Cup,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,2000,Medium,Turf,Hong Kong Gold Cup,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1200,Sprint,Turf,Sprint Cup,HKJC,2,G2,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1600,Mile,Turf,Chairman's Trophy,HKJC,2,G2,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1200,Sprint,Turf,Chairman's Sprint Prize,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1600,Mile,Turf,Champions Mile,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,2000,Medium,Turf,Queen Elizabeth II Cup,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,2400,Long,Turf,Queen Mother Memorial Cup,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,2400,Long,Turf,Hong Kong Champions & Chater Cup,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1200,Sprint,Turf,Sha Tin Vase,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1600,Mile,Turf,Lion Rock Trophy,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1800,Mile,Turf,Premier Plate,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1400,Sprint,Turf,Premier Cup,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1400,Sprint,Turf,Celebration Cup,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1000,Sprint,Turf,National Day Cup,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1600,Mile,Turf,Sha Tin Trophy,HKJC,2,G2,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1200,Sprint,Turf,Premier Bowl,HKJC,2,G2,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1800,Mile,Turf,Ladies' Purse,HKJC,3,G3,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1200,Sprint,Turf,Jockey Club Sprint,HKJC,2,G2,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1600,Mile,Turf,Jockey Club Mile,HKJC,2,G2,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,2000,Medium,Turf,Jockey Club Cup,HKJC,2,G2,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,2400,Long,Turf,Hong Kong Vase,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1200,Sprint,Turf,Hong Kong Sprint,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1600,Mile,Turf,Hong Kong Mile,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,2000,Medium,Turf,Hong Kong Cup,HKJC,1,G1,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1600,Mile,Turf,Hong Kong Classic Mile,HKJC,4,Local,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,1800,Mile,Turf,Hong Kong Classic Cup,HKJC,4,Local,,22.399444,114.206667
Sha Tin,Hong Kong,Asia,2000,Medium,Turf,Hong Kong Derby,HKJC,4,Local,,22.399444,114.206667
Happy Valley,Hong Kong,Asia,1800,Mile,Turf,January Cup,HKJC,3,G3,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Chantilly Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Deauville Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,Parislongchamp Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,Saint-Cloud Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1800,Mile,Turf,The France Galop Cup,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1000,Sprint,Turf,Chung Hom Kok Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,The French May Trophy,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,The Lusitano Challenge Cup,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,The Lusitano Challenge Cup,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1000,Sprint,Turf,Longines International Jockeys' Championship,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,Longines International Jockeys' Championship,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Neptune Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,Neptune Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1800,Mile,Turf,Consensus Cup,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1800,Mile,Turf,Daejeon Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Yeongcheon Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,2200,Medium,Turf,Daegu Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,Jeju Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Busan Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1000,Sprint,Turf,Seoul Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,Incheon Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Korea Racing Authority Trophy,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1000,Sprint,Turf,Happy Wednesday Cup,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Happy Wednesday Cup,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,Happy Wednesday Cup,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1800,Mile,Turf,Happy Wednesday Cup,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,2200,Medium,Turf,Happy Wednesday Cup,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Wyndham Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,Glenealy Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1000,Sprint,Turf,Repulse Bay Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Hoi Mei Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1800,Mile,Turf,Shek O Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,The Community Chest Cup,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Happy Valley Million Challenge,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1650,Mile,Turf,Happy Valley Million Challenge,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1800,Mile,Turf,Happy Valley Million Challenge,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1200,Sprint,Turf,Lido Handicap,HKJC,4,Local,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,975,Sprint,Turf,HKJC Happy Valley 975m Turf,HKJC,0,Non-Graded,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1235,Sprint,Turf,HKJC Happy Valley 1235m Turf,HKJC,0,Non-Graded,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1400,Sprint,Turf,HKJC Happy Valley 1400m Turf,HKJC,0,Non-Graded,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,1575,Mile,Turf,HKJC Happy Valley 1575m Turf,HKJC,0,Non-Graded,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,2000,Medium,Turf,HKJC Happy Valley 2000m Turf,HKJC,0,Non-Graded,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,2230,Medium,Turf,HKJC Happy Valley 2230m Turf,HKJC,0,Non-Graded,,22.272778,114.182222
Happy Valley,Hong Kong,Asia,2400,Long,Turf,HKJC Happy Valley 2400m Turf,HKJC,0,Non-Graded,,22.272778,114.182222
Seoul,South Korea,Asia,1800,Mile,Dirt,Korean Derby,KRA,1,G1,Korea Triple Crown,37.446925,127.015471
Seoul,South Korea,Asia,1200,Sprint,Dirt,SROA Chairman's Sprint,KRA,3,G3,,37.446925,127.015471
Seoul,South Korea,Asia,2000,Medium,Dirt,YTN Cup,KRA,3,G3,Korea Stayer Series,37.446925,127.015471
Seoul,South Korea,Asia,2000,Medium,Dirt,Gyeongi Governer's Cup,KRA,3,G3,Korea Triple Tiara,37.446925,127.015471
Seoul,South Korea,Asia,1400,Sprint,Dirt,Ttukseom Cup,KRA,2,G2,Korea Queen's Tour,37.446925,127.015471
Seoul,South Korea,Asia,2000,Medium,Dirt,Minister's Cup,KRA,2,G2,Korea Triple Crown,37.446925,127.015471
Seoul,South Korea,Asia,1200,Sprint,Dirt,SBS Sports Sprint,KRA,3,G3,Korea Sprint Series,37.446925,127.015471
Seoul,South Korea,Asia,1200,Sprint,Dirt,Korea Sprint,KRA,1,G1,Korea Premier Series,37.446925,127.015471
Seoul,South Korea,Asia,1800,Mile,Dirt,Korea Cup,KRA,1,G1,Korea Premier Series,37.446925,127.015471
Seoul,South Korea,Asia,1400,Sprint,Dirt,Jeju Governor's Cup,KRA,3,G3,Korea Queen's Tour (FW),37.446925,127.015471
Seoul,South Korea,Asia,2000,Medium,Dirt,KRA Cup Classic,KRA,2,G2,,37.446925,127.015471
Seoul,South Korea,Asia,2000,Medium,Dirt,President's Cup,KRA,1,G1,Korea Premier Series,37.446925,127.015471
Seoul,South Korea,Asia,2300,Medium,Dirt,Grand Prix,KRA,1,G1,Korea Premier Series,37.446925,127.015471
Seoul,South Korea,Asia,1200,Sprint,Dirt,Segye Ilbo Trophy,KRA,4,Local,,37.446925,127.015471
Seoul,South Korea,Asia,1400,Sprint,Dirt,Sports Seoul Trophy,KRA,4,Local,,37.446925,127.015471
Seoul,South Korea,Asia,1800,Mile,Dirt,Dong-A Ilbo Trophy,KRA,4,Local,Korea Queen's Tour (SS),37.446925,127.015471
Seoul,South Korea,Asia,1200,Sprint,Dirt,SROA Chairman's Trophy,KRA,2,G2,Korea Sprint Series,37.446925,127.015471
Seoul,South Korea,Asia,1200,Sprint,Dirt,Dongbaek TBA Trophy,KRA,4,Local,,37.446925,127.015471
Seoul,South Korea,Asia,1800,Mile,Dirt,Ilgan Sports Trophy,KRA,4,Local,,37.446925,127.015471
Seoul,South Korea,Asia,1600,Mile,Dirt,Luna Stakes,KRA,4,Local,,37.446925,127.015471
Seoul,South Korea,Asia,1000,Sprint,Dirt,KRA Seoul 1000m Dirt,KRA,0,Non-Graded,,37.446925,127.015471
Seoul,South Korea,Asia,1300,Sprint,Dirt,KRA Seoul 1300m Dirt,KRA,0,Non-Graded,,37.446925,127.015471
Seoul,South Korea,Asia,1700,Mile,Dirt,KRA Seoul 1700m Dirt,KRA,0,Non-Graded,,37.446925,127.015471
Seoul,South Korea,Asia,1900,Medium,Dirt,KRA Seoul 1900m Dirt,KRA,0,Non-Graded,,37.446925,127.015471
Seoul,South Korea,Asia,2000,Medium,Dirt,Herald Business Trophy,KRA,4,Local,Korea Stayer Series,37.446925,127.015471
Seoul,South Korea,Asia,2000,Medium,Dirt,Sports Chosun,KRA,4,Local,,37.446925,127.015471
Seoul,South Korea,Asia,1800,Mile,Dirt,Gwacheon Mayor's Trophy,KRA,4,Local,Korea Juvenile Series,37.446925,127.015471
Seoul,South Korea,Asia,1200,Sprint,Dirt,NACF Chairman's Trophy,KRA,4,Local,Korea Juvenile Series,37.446925,127.015471
Seoul,South Korea,Asia,1200,Sprint,Dirt,Munhwa Ilbo Trophy,KRA,4,Local,,37.446925,127.015471
Seoul,South Korea,Asia,1400,Sprint,Dirt,Breeders' Cup Rookie,KRA,2,G2,Korea Juvenile Series,37.446925,127.015471
Busan,South Korea,Asia,1400,Sprint,Dirt,Gyeongnam Shinmun Trophy,KRA,4,Local,,35.155003,128.875528
Busan,South Korea,Asia,1200,Sprint,Dirt,Busan Ilbo Trophy,KRA,3,G3,Korea Sprint Series,35.155003,128.875528
Busan,South Korea,Asia,1600,Mile,Dirt,KRA Cup Mile,KRA,2,G2,Korea Triple Crown,35.155003,128.875528
Busan,South Korea,Asia,1600,Mile,Dirt,Luna Stakes,KRA,4,Local,Korea Triple Tiara,35.155003,128.875528
Busan,South Korea,Asia,1800,Mile,Dirt,Korean Oaks,KRA,2,G2,Korea Triple Tiara,35.155003,128.875528
Busan,South Korea,Asia,1800,Mile,Dirt,Busan Mayor's Cup,KRA,2,G2,Korea Stayer Series,35.155003,128.875528
Busan,South Korea,Asia,1600,Mile,Dirt,KNN Cup,KRA,3,G3,Korea Queen's Tour (SS),35.155003,128.875528
Busan,South Korea,Asia,1600,Mile,Dirt,Owners' Cup,KRA,3,G3,Korea Premier Series,35.155003,128.875528
Busan,South Korea,Asia,1200,Sprint,Dirt,Areumdaun Jilju Stakes,KRA,4,Local,Korea Juvenile Series,35.155003,128.875528
Busan,South Korea,Asia,1200,Sprint,Dirt,Gimhae Major's Trophy,KRA,4,Local,Korea Juvenile Series,35.155003,128.875528
Busan,South Korea,Asia,2000,Medium,Dirt,Gyeongnam Governor's Cup,KRA,3,G3,Korea Queen's Tour (FW),35.155003,128.875528
Busan,South Korea,Asia,1400,Sprint,Dirt,Kookje Shinmun Trophy,KRA,3,G3,Korea Premier Series,35.155003,128.875528
Busan,South Korea,Asia,1200,Sprint,Dirt,Gyeongnam Domin Ilbo Trophy,KRA,4,Local,,35.155003,128.875528
Busan,South Korea,Asia,1800,Mile,Dirt,Breeders' Cup Queen,KRA,4,Local,Korea Queen's Tour (FW),35.155003,128.875528
Busan,South Korea,Asia,1200,Sprint,Dirt,KRA Cup Sprint,KRA,3,G3,Korea Premier Series,35.155003,128.875528
Kranji,Singapore,Asia,1200,Sprint,Synthetic,New Year Cup,STC,3,G3,,1.422841,103.763552
Kranji,Singapore,Asia,1400,Sprint,Turf,Fortune Bowl,STC,3,G3,,1.422841,103.763552
Kranji,Singapore,Asia,1200,Sprint,Turf,Singapore 3YO Sprint,STC,3,G3,,1.422841,103.763552
Kranji,Singapore,Asia,1600,Mile,Turf,Chairman's Trophy,STC,2,G2,,1.422841,103.763552
Kranji,Singapore,Asia,1400,Sprint,Turf,Singapore 3YO Classic,STC,2,G2,,1.422841,103.763552
Kranji,Singapore,Asia,1200,Sprint,Turf,Rocket Man Sprint,STC,3,G3,,1.422841,103.763552
Kranji,Singapore,Asia,1600,Mile,Turf,Moonbeam Vase,STC,3,G3,,1.422841,103.763552
Kranji,Singapore,Asia,1200,Sprint,Turf,Lion City Cup,STC,1,G1,,1.422841,103.763552
Kranji,Singapore,Asia,1600,Mile,Turf,Singapore Guineas,STC,1,G1,,1.422841,103.763552
